c array.sh: col:      /home/froleyks/reconf/2022benchmark/benchmark/color04/DSJC1000.1.col
c array.sh: dat:      /home/froleyks/reconf/2022benchmark/benchmark/color04/DSJC1000.1_01.dat
c array.sh: name:     DSJC1000.1_01
c array.sh: task:     1
c array.sh: host:     c3n16
c array.sh: uname:    Linux c3n16 5.4.0-110-generic #124-Ubuntu SMP Thu Apr 14 19:46:19 UTC 2022 x86_64 x86_64 x86_64 GNU/Linux
c array.sh: start:    Fri 27 May 2022 03:13:31 PM CEST
c array.sh: noturbo:  1
c array.sh: governor: 32 performance
c array.sh: tmp:      1%
c 0.0910: solving longest 21950178-1-DSJC1000_1_01
c 0.0920: Upper bound on solution length 1000000000
c 0.0920: Makespan 1
c 0.1130: Found solution, length 2
c 0.1140: Makespan 2
c 0.1430: Makespan 3
c 0.1760: Makespan 4
c 0.2140: Makespan 5
c 0.2510: Makespan 6
c 0.2940: Makespan 7
c 0.3340: Makespan 8
c 0.3810: Makespan 9
c 0.4350: Makespan 10
c 0.4820: Makespan 11
c 0.5320: Makespan 12
c 0.5830: Makespan 13
c 0.6640: Makespan 14
c 0.7190: Makespan 15
c 0.7780: Makespan 16
c 0.8390: Makespan 17
c 0.9020: Makespan 18
c 0.9670: Makespan 19
c 1.2010: Makespan 20
c 1.3580: Makespan 21
c 1.4260: Makespan 22
c 1.4970: Makespan 23
c 1.5700: Makespan 24
c 1.6440: Makespan 25
c 1.7200: Makespan 26
c 1.7990: Makespan 27
c 1.8810: Makespan 28
c 1.9640: Makespan 29
c 2.1390: Makespan 30
c 2.2240: Makespan 31
c 2.3400: Makespan 32
c 2.4330: Makespan 33
c 2.5270: Makespan 34
c 2.6240: Makespan 35
c 2.7240: Makespan 36
c 2.8260: Makespan 37
c 2.9300: Makespan 38
c 3.0370: Makespan 39
c 3.1520: Makespan 40
c 3.2620: Makespan 41
c 3.3750: Makespan 42
c 3.4870: Makespan 43
c 3.7630: Makespan 44
c 3.8800: Makespan 45
c 3.9990: Makespan 46
c 4.1190: Makespan 47
c 4.2440: Makespan 48
c 4.4330: Makespan 49
c 4.5600: Makespan 50
c 4.6910: Makespan 51
c 4.8230: Makespan 52
c 4.9570: Makespan 53
c 5.0940: Makespan 54
c 5.2310: Makespan 55
c 5.3720: Makespan 56
c 5.5150: Makespan 57
c 5.6720: Makespan 58
c 5.8180: Makespan 59
c 5.9670: Makespan 60
c 6.1170: Makespan 61
c 6.2700: Makespan 62
c 6.7820: Makespan 63
c 6.9480: Makespan 64
c 7.1080: Makespan 65
c 7.2760: Makespan 66
c 7.4380: Makespan 67
c 7.6020: Makespan 68
c 7.7710: Makespan 69
c 7.9400: Makespan 70
c 8.1100: Makespan 71
c 8.2850: Makespan 72
c 8.4800: Makespan 73
c 8.7630: Makespan 74
c 8.9650: Makespan 75
c 9.1630: Makespan 76
c 9.3630: Makespan 77
c 9.5670: Makespan 78
c 9.7700: Makespan 79
c 9.9840: Makespan 80
c 10.2740: Makespan 81
c 10.4850: Makespan 82
c 10.7010: Makespan 83
c 10.9200: Makespan 84
c 11.1370: Makespan 85
c 11.3550: Makespan 86
c 11.5750: Makespan 87
c 11.7960: Makespan 88
c 12.9130: Makespan 89
c 13.1700: Makespan 90
c 13.3880: Makespan 91
c 13.6100: Makespan 92
c 13.8330: Makespan 93
c 14.0580: Makespan 94
c 23.1460: Makespan 95
c 24.0750: Makespan 96
c 24.2960: Makespan 97
c 24.5200: Makespan 98
c 24.7440: Makespan 99
c 24.9700: Makespan 100
c 25.2000: Makespan 101
c 25.4370: Makespan 102
c 25.6750: Makespan 103
c 25.9130: Makespan 104
c 26.1530: Makespan 105
c 26.3900: Makespan 106
c 26.6300: Makespan 107
c 26.8720: Makespan 108
c 27.3280: Makespan 109
c 27.5780: Makespan 110
c 27.8310: Makespan 111
c 28.0850: Makespan 112
c 28.3420: Makespan 113
c 28.5980: Makespan 114
c 28.8560: Makespan 115
c 29.1280: Makespan 116
c 29.3920: Makespan 117
c 29.6540: Makespan 118
c 29.9180: Makespan 119
c 30.1870: Makespan 120
c 30.4850: Makespan 121
c 30.7670: Makespan 122
c 31.0470: Makespan 123
c 31.3280: Makespan 124
c 31.6090: Makespan 125
c 31.8940: Makespan 126
c 33.8970: Makespan 127
c 34.1600: Makespan 128
c 34.4490: Makespan 129
c 34.7370: Makespan 130
c 35.0290: Makespan 131
c 35.3250: Makespan 132
c 35.6180: Makespan 133
c 35.9130: Makespan 134
c 36.2110: Makespan 135
c 36.5100: Makespan 136
c 36.8220: Makespan 137
c 37.1270: Makespan 138
c 37.4320: Makespan 139
c 37.7410: Makespan 140
c 38.0520: Makespan 141
c 38.3630: Makespan 142
c 38.6740: Makespan 143
c 38.9890: Makespan 144
c 39.3060: Makespan 145
c 39.6220: Makespan 146
c 39.9430: Makespan 147
c 40.2640: Makespan 148
c 40.6040: Makespan 149
c 40.9310: Makespan 150
c 41.2590: Makespan 151
c 41.5900: Makespan 152
c 41.9230: Makespan 153
c 42.2570: Makespan 154
c 42.5920: Makespan 155
c 42.9330: Makespan 156
c 43.2720: Makespan 157
c 43.6150: Makespan 158
c 44.3650: Makespan 159
c 44.7200: Makespan 160
c 45.0700: Makespan 161
c 45.4250: Makespan 162
c 45.7780: Makespan 163
c 46.1320: Makespan 164
c 46.4920: Makespan 165
c 46.8520: Makespan 166
c 47.2130: Makespan 167
c 47.5790: Makespan 168
c 47.9440: Makespan 169
c 48.3100: Makespan 170
c 48.6910: Makespan 171
c 49.0610: Makespan 172
c 49.4370: Makespan 173
c 49.8140: Makespan 174
c 50.1910: Makespan 175
c 50.5710: Makespan 176
c 50.9670: Makespan 177
c 51.3530: Makespan 178
c 51.7390: Makespan 179
c 52.1320: Makespan 180
c 55.8670: Makespan 181
c 56.2540: Makespan 182
c 56.6540: Makespan 183
c 57.0500: Makespan 184
c 57.4560: Makespan 185
c 57.8620: Makespan 186
c 58.2670: Makespan 187
c 58.6720: Makespan 188
c 59.0840: Makespan 189
c 59.5050: Makespan 190
c 59.9220: Makespan 191
c 60.3350: Makespan 192
c 60.7430: Makespan 193
c 61.1570: Makespan 194
c 61.5730: Makespan 195
c 61.9970: Makespan 196
c 62.4140: Makespan 197
c 62.8370: Makespan 198
c 63.2580: Makespan 199
c 63.6900: Makespan 200
c 64.1250: Makespan 201
c 64.5520: Makespan 202
c 64.9820: Makespan 203
c 65.4160: Makespan 204
c 65.8530: Makespan 205
c 66.2890: Makespan 206
c 66.7300: Makespan 207
c 67.1710: Makespan 208
c 67.6220: Makespan 209
c 68.0670: Makespan 210
c 68.5130: Makespan 211
c 68.9620: Makespan 212
c 69.4140: Makespan 213
c 69.8660: Makespan 214
c 70.3390: Makespan 215
c 70.8000: Makespan 216
c 71.2570: Makespan 217
c 71.7240: Makespan 218
c 72.1880: Makespan 219
c 72.6560: Makespan 220
c 73.1320: Makespan 221
c 73.6140: Makespan 222
c 74.0890: Makespan 223
c 74.5700: Makespan 224
c 75.0480: Makespan 225
c 75.5240: Makespan 226
c 76.0100: Makespan 227
c 76.4930: Makespan 228
c 76.9800: Makespan 229
c 77.4760: Makespan 230
c 78.7900: Makespan 231
c 79.2820: Makespan 232
c 79.7770: Makespan 233
c 80.2860: Makespan 234
c 80.7820: Makespan 235
c 81.2980: Makespan 236
c 81.8000: Makespan 237
c 82.3020: Makespan 238
c 82.8050: Makespan 239
c 83.3210: Makespan 240
c 83.8260: Makespan 241
c 84.3410: Makespan 242
c 84.8560: Makespan 243
c 85.3640: Makespan 244
c 85.8820: Makespan 245
c 86.4020: Makespan 246
c 86.9250: Makespan 247
c 87.4410: Makespan 248
c 87.9640: Makespan 249
c 88.4950: Makespan 250
c 89.0230: Makespan 251
c 89.5630: Makespan 252
c 90.0920: Makespan 253
c 90.6220: Makespan 254
c 91.1690: Makespan 255
c 91.7020: Makespan 256
c 99.1030: Makespan 257
c 99.6490: Makespan 258
c 100.1860: Makespan 259
c 100.7260: Makespan 260
c 101.2860: Makespan 261
c 101.8310: Makespan 262
c 147.3200: Makespan 263
c 151.5230: Makespan 264
c 152.1170: Makespan 265
c 152.7070: Makespan 266
c 153.3250: Makespan 267
c 153.8910: Makespan 268
c 154.4720: Makespan 269
c 155.0490: Makespan 270
c 155.6430: Makespan 271
c 156.1950: Makespan 272
c 156.7600: Makespan 273
c 157.3090: Makespan 274
c 157.8670: Makespan 275
c 158.4280: Makespan 276
c 158.9920: Makespan 277
c 159.5510: Makespan 278
c 160.1240: Makespan 279
c 160.6970: Makespan 280
c 357.7480: Makespan 281
c 359.4970: Makespan 282
c 360.0890: Makespan 283
